Date,Ebro_Arroyo,Uderrera_Eraul,Estella_Ega,Ega,Tiron_SanMigueldePedroso,Arlanzon_Uzquiza,Bernesga_Villamanin,Carrion_Compuerto,Cea_VillaverdedeArcayos,Curueno_CaldasdeNocedo,Duero_CuerdadelPozo,Esla_Riano,Luna_Barrios,Omana_LasOmana,Aguilar_Pisuerga,Pisuerga_Requejada,Porma_Emb,Deva_Puentelles,Narcea_LaBarca,LaCohilla_Nansa,Nalon_ElCondado,Sella_CangasdeOnis,Nansa_PuentePumar
1/26/18,1.232083333,17.02604167,29.52614583,12.50010417,3.685,0.844,4.835,1.394,1.22,1.535,0.796,1.851,1.868,5.428,2.874,7.036,1.148,12.32,28.3,3.96,26.38,29.23,2.533263889
1/27/18,1.18,30.44479167,63.991875,33.54708333,3.504166667,0.856,4.658,1.394,1.278,1.7,0.806,1.857,1.873,5.152,2.842,7.029,1.145,14.63,38.7,2.27,19.91,44.73,3.088923611
1/28/18,1.159375,26.44895833,46.42510417,19.97614583,3.1575,0.843,4.684,1.394,1.39,1.875,0.822,1.888,1.808,5.197,2.837,7.004,1.15,12.84,17,2.3,11.74,27.71,2.4015625
1/29/18,1.09,18.43125,30.045,11.61375,2.719375,0.822,4.529,1.392,1.452,1.812,0.827,1.909,1.753,5.141,2.84,6.954,1.158,11.72,42.9,3.46,10.47,21.74,2.156736111
1/30/18,1.09,14.4375,23.75020833,9.312708333,2.4875,0.84,4.564,1.393,1.518,1.738,0.762,1.92,1.798,5.096,2.846,5.267,1.164,11.33,41.1,4.32,9.94,18.66,2.112569444
1/31/18,1.09,11.98333333,19.46489583,7.4815625,2.369375,0.807,4.545,1.394,1.49,1.68,0.694,1.917,1.788,5.036,2.852,4.041,1.173,11.01,35.6,4.25,10.22,16.61,2.048611111
2/1/18,1.09,10.67604167,17.4996875,6.823645833,2.26,0.802,4.94,1.4,1.464,1.717,0.702,1.928,1.798,5.029,2.852,4.053,1.184,13.65,37.3,3.52,18.54,30.73,2.216006944
2/2/18,1.09,10.73333333,17.31010417,6.576770833,2.1878125,0.828,4.861,1.418,1.593,2.5,0.661,1.937,1.809,5.174,2.861,5.071,1.189,19.1,48.3,1.93,30.18,49.58,2.184722222
2/3/18,1.09,10.18979167,17.470625,7.280833333,2.0040625,0.85,4.861,1.408,1.518,2.87,0.662,1.929,1.794,5.008,2.848,6.523,1.195,21.2,62.9,1.82,30.8,52.84,2.190416667
2/4/18,1.09,11.54270833,22.2521875,10.70947917,2.26,0.833,5.129,1.417,1.579,3.168,0.663,1.95,1.822,5.206,2.832,6.952,1.196,36.39,88.6,1,37.68,85.41,2.214583333
2/5/18,1.09,11.51666667,21.90291667,10.38625,2.26,0.804,4.744,1.421,1.607,2.823,0.667,1.96,1.833,5.188,2.82,6.045,1.191,37.37,92,1.56,51.15,83.3,2.062777778
2/6/18,1.04625,10.15458333,18.90364583,8.7490625,2.0959375,0.89,4.601,1.424,1.575,2.571,0.669,1.936,1.814,5.105,2.818,4.117,1.192,23.35,84.5,4.17,40.5,50.18,2.029652778
2/7/18,0.99,9.260104167,16.7915625,7.531458333,1.914375,0.753,4.322,1.425,1.486,2.555,0.669,1.912,1.828,5.069,2.823,3.547,1.196,19.46,72.6,6.33,30.91,37.7,1.882222222
2/8/18,0.99,8.468333333,14.90479167,6.436458333,1.763125,0.668,4.073,1.423,1.383,2.414,0.669,1.894,1.822,4.868,2.823,3.55,1.205,16.65,60,6.39,31.53,30.87,1.828368056
2/9/18,1.022291667,7.915625,13.75458333,5.838958333,1.66,0.701,4.517,1.428,1.31,2.318,0.67,1.89,1.831,4.884,2.815,3.612,1.201,25.44,50.1,6.49,25,49.62,2.152923729
2/10/18,1.047291667,8.4159375,14.81197917,6.396041667,1.66,0.765,4.64,1.431,1.367,2.312,0.676,1.895,1.841,5.077,2.793,3.342,1.206,26.13,78.35,6.39,33.41,62.6,2.178819444
2/11/18,1.090416667,10.84614583,18.7725,7.926354167,2.1446875,0.765,7.623,1.433,1.45,2.991,0.677,1.959,1.881,5.899,2.802,3.419,1.205,44.16,82.4,6.48,48.91,98.51,2.921111111
2/12/18,1.09375,25.75833333,43.95364583,18.1953125,4.7634375,0.739,7.972,1.436,2.02,3.612,0.677,2.112,1.84,7.936,2.811,3.58,1.206,43.12,97.3,6.49,97.08,97.98,3.925173611
2/13/18,1.028541667,18.33645833,30.3534375,12.01697917,3.9909375,0.847,6.338,1.438,1.975,3.509,0.677,2.069,1.764,7.516,2.819,4.547,1.206,23.75,136.8,6.45,41.28,55.01,3.124652778
2/14/18,1.221770833,14.75208333,24.00625,9.254166667,4.900208333,0.827,6.013,1.439,1.906,3.819,0.69,2.062,1.769,8.683,2.825,6.103,1.2,30.8,196.1,6.48,47.43,76.43,4.199479167
2/15/18,1.322604167,28.290625,45.78291667,17.49229167,8.724479167,0.676,8.747,1.437,2.84,4.262,0.697,2.519,1.839,12.587,2.835,6.386,1.188,72.17,236.5,6.67,104.31,110.44,12.69357639
2/16/18,1.1378125,32.77395833,50.59208333,17.818125,11.4565625,0.72,13.874,1.476,5.939,7.034,0.681,3.239,2.182,18.01,2.847,8.192,1.187,85.27,196.7,7.08,120.64,109.17,18.18350694
2/17/18,1.09,32.465625,46.1078125,13.6421875,11.8871875,0.78,15.42,1.476,7.283,7.843,0.677,3.055,2.201,18.619,2.86,8.821,1.19,81.32,167.1,7.3,113.64,109.87,16.28270833
2/18/18,1.09,27.22708333,37.01645833,9.789375,9.61,0.768,12.452,1.483,5.692,5.238,0.679,2.382,1.985,16.075,2.887,8.463,1.185,44.33,118.9,7.28,86.74,64.73,10.30770833
2/19/18,1.215625,24.49791667,32.02520833,7.527291667,7.965104167,0.755,12.991,1.482,4.46,4.502,0.682,2.091,1.908,14.352,2.861,8.497,1.186,47.13,97,10.09,69.78,92.68,12.39572917
2/20/18,1.173229167,41.178125,59.95239583,18.77427083,10.6353125,0.736,15.12,1.483,3.729,4.206,0.683,1.928,1.9,12.962,2.792,8.487,1.191,55.48,95.6,11.48,75.62,122.12,15.16697917
2/21/18,1.18,43.24791667,66.49447917,23.2465625,10.615625,0.742,13.339,1.478,3.366,3.937,0.684,1.835,1.791,12.094,2.788,8.605,1.199,45.72,86.5,13.67,67.36,96.88,12.96645833
2/22/18,1.18,31.13333333,47.27229167,16.13895833,8.7778125,0.755,10.204,1.349,2.979,3.596,0.684,1.776,1.777,11.317,2.797,8.528,1.21,31.07,95,9.57,63.2,57.37,7.949548611
2/23/18,1.18,20.96875,30.26208333,9.293333333,7.146354167,0.793,8.577,1.18,2.626,3.197,0.684,1.714,1.748,10.58,2.804,8.037,1.216,21.45,76.5,7.34,45.57,38.05,5.821076389
2/24/18,1.18,15.490625,23.21375,7.723125,6.120625,0.826,7.581,1.185,2.338,2.762,0.684,1.652,1.703,9.775,2.811,8.347,1.236,18.2,61,7.33,27.93,29.14,4.562847222
2/25/18,1.121875,12.303125,18.78104167,6.477916667,5.3328125,0.807,6.917,1.184,2.093,2.515,0.684,1.598,1.663,8.985,2.815,8.301,1.252,16.16,48.3,7.3,15.45,22.73,3.931458333
2/26/18,1.09,10.3709375,16.38864583,6.017708333,4.7521875,0.748,6.707,1.175,1.899,2.327,0.685,1.555,1.648,8.395,2.816,8.275,1.258,15.02,47.7,7.3,13.31,20.15,3.583368056
2/27/18,1.09,9.215833333,14.25958333,5.04375,4.36125,0.817,6.548,1.184,1.762,2.19,0.685,1.535,1.637,7.965,2.824,8.167,1.263,14.12,44.1,7.29,15.57,19.13,3.180173611
2/28/18,1.1134375,8.580104167,13.59104167,5.0109375,4.986458333,0.793,6.172,1.21,1.762,2.499,0.719,1.535,1.697,7.873,2.837,8.063,1.275,13.48,43.9,7.3,32.68,17.26,3.768472222
3/1/18,1.18,10.748125,19.27604167,8.527916667,10.63010417,0.771,14.356,1.294,5.549,11.416,1.085,3.304,1.976,9.352,2.793,9.757,1.286,15.17,44.7,7.35,33.78,24.36,11.251875
3/2/18,1.18,26.50729167,42.56322917,16.0559375,11.804375,0.752,12.506,1.201,22.192,8.007,0.998,3.693,1.976,12.502,2.747,10.263,1.284,21.92,54.1,7.36,24.05,40.06,10.03489583
3/3/18,1.185208333,26.925,42.40104167,15.47604167,12.051875,0.793,10.597,1.055,19.249,5.5,1.076,2.957,1.848,12.001,2.772,11.104,1.28,19.9,55.1,7.35,14.42,27.34,8.809965278
3/4/18,1.2209375,25.07291667,36.40791667,11.335,16.52416667,0.799,9.339,1.08,23.687,4.969,1.022,2.858,1.82,13.222,2.804,11.704,1.279,18.93,54.1,8.56,11.68,23.1,8.824097222
3/5/18,1.18,21.18229167,30.20583333,9.023541667,11.97604167,0.788,8.636,1.058,14.706,4.274,0.946,2.639,1.792,13.678,2.824,10.551,1.281,17.31,57,10.1,23.42,19.9,6.445972222
3/6/18,1.18,16.76458333,26.09635417,9.331770833,9.1625,0.773,7.613,1.046,12.169,3.66,0.93,2.472,1.78,14.159,2.838,9.944,1.285,15.72,49.3,9.94,10.15,18.38,5.248125
3/7/18,1.18,14.23125,23.623125,9.391875,7.018854167,0.757,6.709,1.031,8.575,3.236,0.871,2.201,1.767,13.561,2.844,9.817,1.283,14.03,53,9.64,9.47,16.21,4.216979167
3/8/18,1.1459375,12.0375,20.3265625,8.2890625,5.822708333,0.722,6.181,1.002,6.627,2.92,0.823,2.027,1.754,13.182,2.859,9.971,1.28,13.19,53.2,8.09,8.98,14.59,4.3171875
3/9/18,1.18,10.5625,17.90895833,7.346458333,6.047083333,0.77,15.312,1.074,7.781,12.466,0.829,4.147,2.167,18.594,2.873,11.525,1.311,17.71,43.6,7.43,8.49,31.22,11.4321875
3/10/18,1.18,10.07177083,17.02208333,6.9503125,19.50677083,0.818,34.548,1.204,53.725,30.327,1.147,7.465,3.227,52.165,2.903,13.858,1.38,47.26,61.7,12.35,20.57,64.5,16.88597222
3/11/18,1.1078125,9.220625,15.41677083,6.196145833,18.01291667,0.835,24.419,1.192,38.797,18.635,1.034,5.785,2.715,41.641,2.921,12.33,1.374,34.59,78.6,19,33.95,47.41,11.97161765
3/12/18,1.09,8.109375,13.45604167,5.346666667,13.1303125,0.792,15.814,1.142,23.764,9.469,1.157,4.174,2.439,33.038,2.805,12.833,1.372,23.13,55.4,12.63,28.64,31.83,7.157395833
3/13/18,1.09,7.2825,12.28375,5.00125,10.2053125,0.827,12.604,1.086,15.129,6.262,1.054,3.116,2.238,27.567,2.704,12.025,1.385,18.38,62,8.03,30.23,22.5,5.3571875
3/14/18,1.158333333,7.0384375,12.21666667,5.178229167,9.974583333,0.877,21.302,1.119,14.568,14.59,1.051,4.327,2.532,31.187,2.73,13.13,1.374,21.62,52.8,8.3,31.82,28.25,11.71236111
3/15/18,1.196666667,11.1546875,18.31854167,7.163854167,14.54739583,0.951,19.944,1.112,35.392,14.976,1.32,4.642,2.441,35.196,2.756,20.478,1.367,27.67,62.1,9.32,40.7,37.79,9.344236111
3/16/18,1.18,10.07447917,16.63739583,6.562916667,12.4978125,1.281,14.579,1.091,27.651,6.146,1.147,3.406,2.268,30.161,2.789,25.374,1.363,19.98,67.3,9.16,40.33,23.31,6.121423611
3/17/18,1.18,8.951979167,14.67145833,5.719479167,10.445,1.305,12.432,1.068,17.025,4.634,1.073,2.825,2.15,26.316,2.806,24.517,1.363,16.87,81.2,7.34,19.5,18.38,4.709548611
3/18/18,1.18,8.3684375,13.79875,5.4303125,8.8240625,1.279,10.588,1.073,12.047,3.772,1.009,2.487,2.077,22.899,2.809,23.934,1.365,15.66,77.1,7.31,16.4,17.04,4.181701389
3/19/18,1.18,9.0546875,15.71520833,6.660520833,7.7759375,1.217,9.493,1.065,9.433,3.366,0.996,2.296,2.013,20.64,2.824,23.498,1.365,16.65,48.6,7.33,14.98,27.91,3.748333333
3/20/18,1.148125,9.2378125,17.01479167,7.776979167,6.731875,1.204,8.735,1.063,8.767,3.117,1.045,2.176,1.972,19.327,2.843,16.829,1.374,20.65,78.7,7.08,18.08,45.72,3.443159722
3/21/18,1.09,8.59,16.16729167,7.577291667,5.958125,1.204,8.041,1.046,8.266,2.786,1.205,2.066,1.934,17.847,2.843,10.667,1.756,18.27,82.8,7.3,25.73,31.52,3.183263889
3/22/18,1.118125,9.104375,17.1496875,8.0453125,5.419479167,1.174,7.549,1.036,7.993,2.753,1.192,2.084,1.919,17.373,2.845,11.671,2.017,18.45,78.1,7.3,15.07,28.26,3.058819444
3/23/18,1.1553125,9.731875,17.8315625,8.0996875,5.198958333,1.235,8.487,1.034,7.911,3.275,1.19,2.145,1.969,17.802,2.844,11.83,2.067,27.15,85.5,7.34,20.48,51.27,4.877881944
3/24/18,1.226041667,21.546875,40.90322917,19.35635417,6.615208333,1.261,9.496,1.046,11.058,3.955,1.368,2.366,2.074,20.873,2.845,12.231,2.044,52.24,91.2,7.42,55.08,98.53,7.437743056
3/25/18,1.220729167,22.515625,39.0478125,16.5321875,5.874166667,1.252,8.306,1.034,11.375,3.314,1.266,2.269,2.035,20.183,2.857,12.197,2.072,87.13,98.25,6.78,78.97,140.99,6.999409722
3/26/18,1.4434375,23.46458333,38.8603125,15.39572917,5.2921875,1.231,7.937,1.031,12.171,3.09,1.226,2.195,2.035,19.563,2.868,12.516,2.077,99.57,97.04,7.37,68.43,120.15,8.4246875
3/27/18,1.620833333,23.65,39.78458333,16.13458333,4.9659375,1.24,11.471,1.044,15.185,4.869,1.211,2.696,2.107,20.05,2.865,12.716,2.063,61.04,96.7,7.38,52.7,80.08,8.845625
3/28/18,1.3765625,19.24791667,30.834375,11.58645833,5.05875,1.262,12.144,1.048,18.676,5.374,1.195,3.223,2.132,20.399,2.768,12.875,2.091,53.48,99.81,7.36,56.87,74.48,9.766076389
3/29/18,1.341875,15.41666667,26.19614583,10.77947917,5.424270833,1.327,11.57,1.051,15.345,4.636,1.195,2.972,2.134,20.015,2.667,12.741,2.093,45.25,98.81,8.82,42.56,66.98,10.11909722
3/30/18,1.315625,12.79270833,22.61052083,9.8178125,5.4171875,1.408,10.429,1.057,13.834,4.292,1.203,2.848,2.099,19.533,2.668,12.675,2.112,35.35,96.16,10.84,50.98,47.19,8.779305556
3/31/18,1.28,10.55083333,18.884375,8.333541667,5.1290625,1.38,9.365,1.047,12.425,3.693,1.251,2.575,2.089,18.83,2.674,12.328,2.121,27.52,92.22,11.2,35.94,36.29,6.441388889
4/1/18,1.28,9.176666667,16.65364583,7.476979167,4.6509375,1.32,9.795,1.04,12.322,3.737,1.247,2.511,2.089,18.716,2.68,12.145,2.118,23.03,93.76,10.36,26.34,29.87,6.042708333
4/2/18,1.28,8.4275,15.07979167,6.652291667,4.5721875,1.217,17.297,1.051,12.185,7.308,1.251,3.6,2.232,21.443,2.683,12.454,2.124,33.72,96.42,10.63,42.03,60.56,11.7278125
4/3/18,1.2559375,7.689583333,13.73302083,6.0434375,5.973854167,1.221,24.602,1.08,19.554,13.735,1.171,5.067,2.462,26.884,2.686,12.009,2.123,48.18,95,12.11,64.52,73.17,15.40902778
4/4/18,1.259583333,7.003645833,12.76614583,5.7625,9.337916667,1.196,21.187,1.176,28.679,16.108,1.138,5.623,2.548,32.236,2.687,14.21,2.119,42.68,100.37,19.88,59.32,57.9,12.13381944
4/5/18,1.259895833,6.378125,12.1403125,5.7621875,8.556979167,1.194,16.966,1.196,25.538,12.409,1.063,4.383,2.524,32,2.691,12.812,2.431,33.65,101.2,15.16,57.02,49.3,8.896631944
4/6/18,1.28,6.075729167,11.69697917,5.62125,7.537291667,1.233,18.75,1.115,17.681,6.922,1.058,4.054,2.547,29.654,2.708,14.593,2.749,28.69,100.41,10.42,46.64,47.3,8.911284722
4/7/18,1.3690625,10.1075,17.04979167,6.942291667,11.0128125,1.272,21.448,1.071,15.191,8.767,1.168,4.13,2.555,30.025,3.067,25.606,2.757,31.62,100.38,9.8,49.53,53.23,11.08607639
4/8/18,1.37,25.19479167,36.10166667,10.906875,10.1240625,1.323,17.196,1.062,12.474,5.746,1.157,3.657,2.47,27.487,2.964,25.212,2.766,24.37,98.5,9.81,50.88,37.44,7.043472222
4/9/18,1.275625,21.09791667,30.3584375,9.260520833,8.308541667,3.816,15.469,1.046,10.988,4.939,1.215,3.48,2.474,27.387,2.933,25.038,5.816,21.81,85.4,8.82,39.37,39.5,6.2946875
4/10/18,1.18,25.82395833,44.87104167,19.04708333,8.016145833,7.346,13.992,1.051,12.56,4.82,1.8,11.208,2.422,26.471,2.958,25.184,8.576,21.38,71,8.11,32.39,48.94,5.559756944
4/11/18,1.18,65.096875,148.3763542,83.27947917,9.3115625,8.475,12.388,1.038,11.84,4.249,10.297,18.822,2.325,24.811,2.962,24.256,10.217,21.16,78.8,7.56,34.04,43.27,5.221493056
4/12/18,1.1209375,96.76770833,206.3094792,109.5417708,9.8478125,8.426,11.438,1.012,9.934,3.88,17.43,20.48,2.284,22.293,2.972,24.675,12.28,21.7,82.8,7.2,28.01,52.8,5.458611111
4/13/18,1.09,59.07916667,114.9647917,55.885625,9.8925,8.419,10.636,0.999,8.975,3.616,17.349,20.363,2.247,20.781,2.99,17,12.238,18.93,82.1,7.33,36.99,40.79,5.038125
4/14/18,1.125520833,36.46875,73.863125,37.394375,10.0509375,8.467,10.575,0.991,8.742,3.411,17.301,20.298,2.203,19.852,2.991,11.349,12.282,18.05,63,7.31,36.09,41.2,4.672013889
4/15/18,1.18,25.746875,48.99791667,23.25104167,9.5634375,8.417,12.33,0.989,7.46,3.209,17.304,20.28,2.212,20.062,3.004,11.277,12.276,18.36,36.3,7.34,18.57,39.05,5.158333333
4/16/18,1.19875,27.62708333,63.44010417,35.81302083,13.62302083,10.414,14.232,0.991,6.921,3.204,17.242,16.956,2.173,20.174,3.004,10.814,10.046,21.23,68.7,7.2,43.81,41.75,5.923229167
4/17/18,1.188645833,26.01770833,53.01645833,26.99875,11.95625,11.722,14.827,6.33,6.162,3.094,17.188,13.725,2.154,20.038,2.987,10.188,7.822,20.36,71.2,7.34,49.26,39.2,5.300694444
4/18/18,1.18,19.07291667,37.9265625,18.85364583,11.4809375,11.524,17.728,13.091,5.624,3.258,12.74,13.071,3.364,21.307,2.967,10.923,7.522,21.45,59,7.23,44.49,41.1,6.190520833
4/19/18,1.18,15.096875,30.19625,15.099375,13.46489583,11.668,21.464,17.287,5.308,4.91,8.015,12.993,5.658,24.134,2.971,10.991,7.57,25.36,45.4,7.37,36.13,48.32,8.219652778
4/20/18,1.18625,12.55,25.71166667,13.16166667,13.89552083,11.501,21.868,24.563,5.048,7.566,8.004,12.934,4.124,26.186,3.189,16.244,15.64,27.87,35.7,7.23,39.44,47.56,7.815902778
4/21/18,1.18,10.74583333,22.22104167,11.47520833,12.89572917,11.451,20.827,29.897,4.796,6.544,8.041,12.821,2.111,25.495,3.167,20.76,22.584,26.52,50.4,7.3,39.15,44.19,6.767951389
4/22/18,1.18,9.473854167,19.494375,10.02052083,12.1390625,11.546,17.634,30.475,4.505,3.363,8.049,12.765,2.071,22.448,3.168,16.877,27.978,22.3,47.08,7.22,30.15,36.58,5.679965278
4/23/18,1.18,8.520416667,17.99322917,9.4728125,12.1065625,11.587,17.01,31.075,4.205,3.049,8.05,12.697,2.035,20.895,3.078,13.898,33.015,21.13,51.12,7.18,36.41,33.48,5.140729167
4/24/18,1.18,7.5721875,16.246875,8.6746875,11.2534375,11.477,17.963,31.453,4.606,7.475,8.052,20.935,2.05,20.552,3.006,13.166,33.116,21.41,54.8,7.16,32.29,34.28,4.900868056
4/25/18,1.181458333,6.88375,14.565625,7.681875,10.891875,11.44,17.855,29.93,4.037,12.31,8.075,36.874,2.031,20.035,2.783,13.13,33.087,21.29,52.1,8.3,34.87,33.62,4.589027778
4/26/18,1.502395833,6.3365625,13.59322917,7.256666667,9.9696875,11.621,15.46,29.012,3.725,9.748,7.983,43.841,4.662,18.665,2.774,13.118,33.345,19.92,46.7,8.5,21.6,28.15,3.937465278
4/27/18,1.28,5.98625,12.84322917,6.856979167,9.104375,9.354,13.479,29.519,3.544,6.504,7.987,44.513,1.965,17.174,2.78,12.032,33.132,17.9,39.9,8.47,17.39,23.89,3.54125
4/28/18,1.28,5.641666667,12.06666667,6.425,8.674375,6.965,11.858,13.891,3.419,4.711,8.005,44.594,1.948,15.799,2.782,11.15,33.126,16.29,34.1,8.5,11.24,20.77,3.148819444
4/29/18,1.28,5.384895833,11.53260417,6.147708333,7.114479167,6.975,10.059,5.802,3.601,2.767,8.032,44.688,1.95,14.565,2.783,10.602,33.073,15.57,23.3,8.51,9.89,23.61,2.777361111
4/30/18,1.215416667,5.110520833,11.0446875,5.934166667,5.893125,5.289,8.716,5.815,3.824,2.029,8.131,38.879,1.93,13.536,2.785,9.143,26.553,16.83,26.8,8.52,7.21,31.88,3.281840278
5/1/18,1.18,4.820625,10.35270833,5.532083333,4.9575,4.156,7.741,2.933,3.726,1.786,8.183,33.756,1.906,12.474,2.786,7.686,20.764,16.5,29.1,7.35,8.94,35.71,2.692395833
5/2/18,1.200208333,4.636354167,9.7471875,5.110833333,4.3078125,2.65,7.372,0.987,3.413,1.682,6.727,26.149,1.903,11.665,2.807,6.786,14.873,15.06,26.7,6.38,9.54,29.99,2.367534722
5/3/18,1.214166667,4.553854167,9.722083333,5.168229167,3.945,1.755,9.48,0.982,3.25,2.232,5.685,16.266,1.892,11.331,2.822,5.525,9.037,31.89,32.2,5.81,38.13,88.79,3.692118056
5/4/18,1.18,4.477708333,9.450104167,4.972395833,3.529166667,1.725,8.593,0.984,3.059,1.54,5.63,14.859,1.878,10.725,2.83,5.132,8.053,18.17,23.7,5.71,39.31,46.43,2.861666667
5/5/18,1.18,4.186041667,8.95625,4.770208333,3.0675,1.6,8.715,0.98,2.912,1.511,5.633,14.801,1.858,10.363,2.835,4.739,8.032,15.15,32.1,5.8,24.34,29.96,2.542951389
5/6/18,1.18,3.971875,8.47875,4.506875,3.0875,1.502,9.915,0.966,2.764,2.085,5.623,14.731,1.848,10.285,2.835,4.693,8.021,16.05,13.3,5.76,13.93,25.96,3.361875
5/7/18,1.18,3.844479167,8.1653125,4.320833333,3.598958333,1.319,11.517,0.966,2.674,3.684,5.618,14.691,1.848,10.476,4.358,4.565,8.04,17.37,35.3,5.3,15.07,28,3.992247706
5/8/18,1.18,3.957708333,8.8271875,4.869479167,4.220625,1.043,11.811,0.966,2.621,4.194,5.571,14.661,1.842,10.229,6.687,4.932,8.043,17.4,38,4.95,19.91,28.92,3.536111111
5/9/18,1.18,3.794791667,8.1825,4.387708333,4.2346875,1.033,10.778,0.966,2.537,2.982,5.587,14.644,1.811,9.718,6.589,4.97,8.033,16.22,36.3,4.69,12.24,24.3,2.7865625
5/10/18,1.18,3.61,7.7875,4.1775,3.94,1.031,9.766,0.965,2.428,1.592,5.603,14.15,1.78,9.123,6.545,5.376,8.033,14.85,26.2,4.69,8.49,22.05,2.379201389
5/11/18,1.18,3.45625,7.470729167,4.014479167,3.344270833,1.099,9.131,0.961,2.354,1.7,5.597,18.018,1.747,8.578,5.904,5.274,12.661,14.01,22.8,4.68,14.57,21.37,2.256319444
5/12/18,1.18,3.338541667,7.155,3.816458333,3.14,1.143,8.214,0.96,2.288,2.467,5.616,21.887,1.758,7.979,5.638,4.935,15.688,13.65,17.9,4.78,15.12,20.01,2.274375
5/13/18,1.18,3.209270833,6.9875,3.778229167,2.8078125,1.149,7.138,0.965,2.173,2.448,5.623,21.958,1.766,7.582,7.174,5.3,15.749,12.67,9.5,5.19,6.53,16.51,1.714756944
5/14/18,1.18,3.128541667,6.7625,3.633958333,2.343125,1.119,9.97,0.964,2.399,3.272,5.653,19.667,1.623,7.629,7.797,4.364,12.728,15.6,26.9,4.69,24.42,52.84,2.497013889
5/15/18,1.18,3.2446875,6.79,3.5453125,1.9625,1.113,9.085,0.954,2.307,2.522,5.731,17.936,1.569,7.174,7.748,4.299,10.547,13.95,31.8,4.26,36.47,36.73,1.699097222
5/16/18,1.175520833,3.124270833,6.5725,3.448229167,1.76875,1.078,8.387,0.948,2.097,2.472,5.689,17.945,1.552,6.745,7.698,3.671,10.487,12.43,36.1,4.1,23.58,24.03,1.589513889
5/17/18,1.18,2.964791667,6.4175,3.452708333,1.804375,1.031,8.275,0.941,2.011,2.44,5.061,19.899,1.539,6.441,7.669,2.271,10.485,12.29,28.9,4.21,12.7,18.87,1.659548611
5/18/18,1.18,2.842083333,6.130833333,3.28875,1.74625,1.031,7.864,0.935,2.007,2.426,4.653,21.157,1.535,6.644,7.637,2.433,10.529,12.55,31.3,4.49,8.68,18.62,1.817673611
5/19/18,1.18,2.711041667,5.867916667,3.156875,1.66375,1.091,7.649,0.929,2.144,2.4,4.651,21.153,1.554,6.282,7.652,2.417,10.492,12.39,11.8,4.48,7.91,17.31,1.769027778
5/20/18,1.18,2.623020833,5.7325,3.109479167,1.6884375,1.074,7.5,0.93,2.013,2.362,4.65,21.149,1.551,5.902,7.675,2.407,10.462,12.4,11.5,4.46,6.09,17.09,1.685451389
5/21/18,1.178125,2.541458333,5.671666667,3.130208333,2.1528125,1.005,7.204,0.927,1.888,2.525,4.597,21.117,1.638,5.782,8.942,2.413,12.795,12.04,21.1,4.28,2.71,16.5,1.642465278
5/22/18,1.348229167,2.553333333,5.855520833,3.3021875,2.155,1.072,6.691,0.927,1.886,2.368,4.581,21.08,1.741,5.758,9.766,2.412,14.433,11.81,26,4.11,1.71,15.14,1.576666667
5/23/18,1.099375,2.531458333,5.603541667,3.072083333,1.80625,1.003,6.909,0.927,1.814,2.399,4.616,21.061,1.737,5.563,9.757,2.32,14.397,11.76,29.5,3.73,1.71,14.3,1.618402778
5/24/18,1.09,2.417604167,5.499270833,3.081666667,2.264375,1.019,6.624,0.926,1.871,2.372,4.647,19.913,1.735,5.745,9.145,2.437,14.338,12.03,22.8,3.41,1.71,15.66,2.274236111
5/25/18,1.1340625,2.396354167,5.636041667,3.2396875,3.0825,1.122,6.828,0.933,2.349,2.923,4.634,18.969,1.776,6.226,7.504,2.747,14.313,14.85,22.6,2.97,6.78,17.27,8.884618056
5/26/18,1.146770833,10.84510417,14.76979167,3.9246875,3.2371875,1.168,6.363,0.936,3.251,3.028,4.627,19.07,1.796,7.023,6.766,2.752,14.319,18.83,48.1,2.67,14.1,22.33,6.986493056
5/27/18,1.09,11.79291667,16.13958333,4.346666667,2.58375,1.166,6.213,0.934,3.174,2.899,4.62,19.088,1.803,6.694,6.797,2.687,14.249,16.7,59.66,2.67,8.9,21.65,4.543611111
5/28/18,1.09,6.713333333,10.47416667,3.760833333,2.54,1.081,6.088,0.946,2.688,2.717,4.573,17.358,1.804,6.751,5.336,3.032,12.743,15.38,50.77,3.48,8.05,19.89,4.1078125
5/29/18,1.09,5.524791667,8.926458333,3.401666667,2.9103125,1.078,6.048,0.95,3.696,2.799,4.568,13.606,1.842,10.575,4.526,2.76,9.805,14.1,39.39,4.21,4.18,17.99,3.581215278
5/30/18,1.09,5.3478125,17.99291667,12.64510417,3.835833333,1.098,6,0.967,4.152,2.754,4.594,11.963,1.818,9.594,4.538,3.109,8.682,15.32,31.3,4.02,1.71,18.6,3.480729167
5/31/18,1.30375,7.259791667,17.32125,10.06145833,5.922916667,1.161,5.923,0.961,5.31,2.792,4.6,12.034,1.762,8.787,4.554,3.911,8.617,15.75,36.9,4.44,5.77,18.53,3.997569444
6/1/18,1.09,6.735104167,14.5890625,7.853958333,5.215729167,1.147,6.454,0.963,4.31,2.712,4.576,12.076,1.842,8.991,4.575,3.395,8.515,15.47,16.2,4.68,19.87,18.21,3.628923611
6/2/18,1.09,6.1578125,13.45208333,7.294270833,5.947291667,1.124,6.343,0.968,3.527,2.692,4.573,12.039,1.831,9.027,4.551,3.335,8.522,15.14,26.8,5.58,12.22,17.59,5.229340278
